,Unnamed: 0,client_accuracy_1,client_accuracy_3,client_accuracy_0,client_accuracy_2,client_accuracy_4,client_loss_1,client_loss_3,client_loss_0,client_loss_2,client_loss_4,client_accuracy_per_epoch1,client_accuracy_per_epoch3,client_accuracy_per_epoch0,client_accuracy_per_epoch2,client_accuracy_per_epoch4,client_loss_per_epoch1,client_loss_per_epoch3,client_loss_per_epoch0,client_loss_per_epoch2,client_loss_per_epoch4,client_attack_1,client_attack_3,client_attack_0,client_attack_2,client_attack_4,client_auc_1,client_auc_3,client_auc_0,client_auc_2,client_auc_4,server_attack,server_accuracy,server_auc,client_layer_leakage_1,client_layer_leakage_3,client_layer_leakage_0,client_layer_leakage_2,client_layer_leakage_4,server_layer_leakage,client_round_duration_1,client_round_duration_3,client_round_duration_0,client_round_duration_2,client_round_duration_4,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
10,10,64.89544026992297,61.68453498484718,45.307404773444176,56.31119608762196,58.08874751374153,,,,,,"[79.33333333333333, 84.0, 82.0, 82.66666666666667, 64.69333333333334]","[83.33333333333334, 86.66666666666667, 83.33333333333334, 86.66666666666667, 61.413333333333334]","[60.431654676258994, 71.94244604316546, 69.06474820143885, 72.66187050359713, 45.45333333333333]","[88.14814814814815, 93.33333333333333, 94.07407407407408, 91.85185185185185, 56.61333333333334]","[93.22033898305084, 94.91525423728814, 94.91525423728814, 96.61016949152543, 56.92]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,{},{},{},{},{},{},38.2050404548645,7.7213146686553955,34.37696099281311,32.47427487373352,12.438812255859377,0,0,0,0,0,0,0,0,0,0,0.0573265552520751,,,0
11,11,66.09544026992296,63.924534984847185,52.48073810677751,47.87119608762195,62.72874751374153,,,,,,"[86.66666666666667, 90.0, 91.33333333333333, 88.0, 65.89333333333333]","[93.33333333333333, 93.33333333333333, 86.66666666666667, 93.33333333333333, 63.65333333333333]","[59.71223021582733, 67.62589928057554, 70.50359712230215, 78.41726618705036, 52.626666666666665]","[94.07407407407408, 94.81481481481482, 94.07407407407408, 95.55555555555556, 48.17333333333333]","[93.22033898305084, 91.52542372881356, 96.61016949152543, 96.61016949152543, 61.56]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6833,0.0,{},{},{},{},{},{},38.07923460006714,7.679611682891846,33.95259141921997,32.48004961013794,12.760860443115234,0,0,0,0,0,0,0,0,0,0,0.0594673156738281,,,0
12,12,65.5087736032563,63.13786831818052,48.134071440110844,53.45786275428862,59.87541418040819,,,,,,"[89.33333333333333, 90.66666666666666, 90.0, 90.66666666666666, 65.30666666666667]","[76.66666666666667, 90.0, 90.0, 93.33333333333333, 62.866666666666674]","[72.66187050359713, 80.57553956834532, 72.66187050359713, 80.57553956834532, 48.28]","[92.5925925925926, 94.81481481481482, 92.5925925925926, 95.55555555555556, 53.76]","[96.61016949152543, 98.30508474576271, 98.30508474576271, 98.30508474576271, 58.70666666666666]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6826,0.0,{},{},{},{},{},{},38.48795366287232,7.862446546554565,34.198851108551025,32.774458169937134,12.427466630935667,0,0,0,0,0,0,0,0,0,0,0.0583753585815429,,,0
13,13,66.57544026992296,64.64453498484718,51.68073810677751,54.80452942095529,63.48874751374153,,,,,,"[88.0, 90.0, 89.33333333333333, 95.33333333333334, 66.37333333333333]","[93.33333333333333, 90.0, 100.0, 100.0, 64.37333333333333]","[47.482014388489205, 56.11510791366906, 61.87050359712231, 70.50359712230215, 51.82666666666667]","[95.55555555555556, 99.25925925925925, 97.77777777777777, 95.55555555555556, 55.10666666666667]","[100.0, 100.0, 96.61016949152543, 93.22033898305084, 62.32]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6771,0.0,{},{},{},{},{},{},38.44177794456482,7.728366613388061,34.50301218032837,33.338666915893555,12.588974475860596,0,0,0,0,0,0,0,0,0,0,0.0557296276092529,,,0
14,14,61.49544026992296,62.68453498484718,47.747404773444174,55.00452942095529,61.16874751374153,,,,,,"[88.0, 86.66666666666667, 90.0, 92.0, 61.29333333333334]","[83.33333333333334, 96.66666666666667, 96.66666666666667, 90.0, 62.413333333333334]","[64.02877697841727, 69.06474820143885, 77.6978417266187, 70.50359712230215, 47.89333333333333]","[97.03703703703704, 88.88888888888889, 97.77777777777777, 97.77777777777777, 55.30666666666667]","[93.22033898305084, 89.83050847457628, 94.91525423728814, 96.61016949152543, 60.0]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6822,0.0,{},{},{},{},{},{},38.504610538482666,7.797183275222778,34.18096995353699,33.079766273498535,12.643062829971312,0,0,0,0,0,0,0,0,0,0,0.0492401123046875,,,0
15,15,66.26877360325629,62.884534984847186,49.00073810677752,54.84452942095529,61.06208084707486,,,,,,"[92.0, 88.66666666666667, 93.33333333333333, 94.0, 66.06666666666666]","[76.66666666666667, 83.33333333333334, 100.0, 76.66666666666667, 62.61333333333333]","[62.589928057553955, 69.06474820143885, 76.2589928057554, 77.6978417266187, 49.14666666666667]","[94.07407407407408, 95.55555555555556, 93.33333333333333, 97.77777777777777, 55.14666666666667]","[98.30508474576271, 98.30508474576271, 96.61016949152543, 98.30508474576271, 59.89333333333333]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798,0.0,{},{},{},{},{},{},38.03061509132385,7.727880954742432,33.5622034072876,33.178807973861694,12.436557054519652,0,0,0,0,0,0,0,0,0,0,0.0539703369140625,,,0
16,16,65.7087736032563,63.35120165151386,50.440738106777516,56.65786275428862,61.262080847074856,,,,,,"[94.0, 88.0, 95.33333333333334, 95.33333333333334, 65.50666666666667]","[96.66666666666667, 90.0, 96.66666666666667, 96.66666666666667, 63.080000000000005]","[71.94244604316546, 74.82014388489209, 79.85611510791367, 82.01438848920863, 50.586666666666666]","[97.03703703703704, 100.0, 99.25925925925925, 98.51851851851852, 56.96]","[94.91525423728814, 100.0, 98.30508474576271, 96.61016949152543, 60.093333333333334]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6856,0.0,{},{},{},{},{},{},38.2680230140686,7.810712575912476,33.46453881263733,33.042027950286865,12.676270246505736,0,0,0,0,0,0,0,0,0,0,0.0522882938385009,,,0
17,17,66.1087736032563,62.19120165151386,48.747404773444174,55.27119608762195,60.42208084707487,,,,,,"[95.33333333333334, 91.33333333333333, 96.0, 97.33333333333334, 65.90666666666667]","[80.0, 93.33333333333333, 86.66666666666667, 96.66666666666667, 61.919999999999995]","[64.74820143884892, 81.29496402877699, 88.48920863309353, 92.80575539568345, 48.89333333333333]","[94.07407407407408, 97.03703703703704, 95.55555555555556, 98.51851851851852, 55.57333333333333]","[98.30508474576271, 98.30508474576271, 98.30508474576271, 98.30508474576271, 59.25333333333334]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6822,0.0,{},{},{},{},{},{},38.760685443878174,7.910997629165649,34.121535301208496,32.86838221549988,12.464083433151243,0,0,0,0,0,0,0,0,0,0,0.0581364631652832,,,0
18,18,62.948773603256285,64.24453498484718,50.57407144011084,55.471196087621955,60.3954141804082,,,,,,"[93.33333333333333, 96.66666666666667, 97.33333333333334, 96.0, 62.74666666666666]","[93.33333333333333, 100.0, 100.0, 100.0, 63.973333333333336]","[74.10071942446042, 84.89208633093526, 87.05035971223022, 88.48920863309353, 50.72]","[97.03703703703704, 96.29629629629629, 97.03703703703704, 96.29629629629629, 55.77333333333333]","[96.61016949152543, 98.30508474576271, 98.30508474576271, 98.30508474576271, 59.226666666666674]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6852,0.0,{},{},{},{},{},{},38.317498445510864,7.896415710449219,34.32244157791138,32.66418790817261,12.608924388885498,0,0,0,0,0,0,0,0,0,0,0.0618038177490234,,,0
19,19,66.5487736032563,64.41786831818052,48.187404773444186,56.48452942095528,61.62208084707486,,,,,,"[94.66666666666667, 96.0, 97.33333333333334, 97.33333333333334, 66.34666666666666]","[86.66666666666667, 100.0, 100.0, 100.0, 64.14666666666666]","[89.92805755395683, 91.36690647482014, 92.08633093525181, 89.92805755395683, 48.333333333333336]","[97.03703703703704, 99.25925925925925, 100.0, 100.0, 56.78666666666666]","[98.30508474576271, 94.91525423728814, 93.22033898305084, 93.22033898305084, 60.45333333333333]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,{},{},{},{},{},{},38.49717211723328,7.813714027404785,34.5970504283905,32.655505418777466,12.384867668151855,0,0,0,0,0,0,0,0,0,0,0.0493342876434326,,,0
20,20,65.34877360325629,63.951201651513855,50.494071440110844,57.23119608762196,54.22208084707486,,,,,,"[96.0, 94.0, 96.66666666666667, 96.0, 65.14666666666666]","[96.66666666666667, 96.66666666666667, 93.33333333333333, 93.33333333333333, 63.68000000000001]","[82.01438848920863, 81.29496402877699, 83.45323741007195, 89.20863309352518, 50.63999999999999]","[96.29629629629629, 98.51851851851852, 97.03703703703704, 100.0, 57.53333333333334]","[96.61016949152543, 96.61016949152543, 100.0, 100.0, 53.05333333333333]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6833,0.0,{},{},{},{},{},{},38.11286330223084,7.78645920753479,34.05858278274536,33.10256886482239,12.298864841461182,0,0,0,0,0,0,0,0,0,0,0.0597472190856933,,,0
21,21,66.85544026992297,64.33786831818054,47.880738106777514,55.35119608762196,59.5954141804082,,,,,,"[98.66666666666667, 94.66666666666667, 96.66666666666667, 96.66666666666667, 66.65333333333334]","[90.0, 96.66666666666667, 96.66666666666667, 96.66666666666667, 64.06666666666668]","[83.45323741007195, 91.36690647482014, 94.24460431654677, 93.5251798561151, 48.02666666666667]","[98.51851851851852, 100.0, 97.77777777777777, 99.25925925925925, 55.653333333333336]","[94.91525423728814, 96.61016949152543, 100.0, 100.0, 58.42666666666667]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6857,0.0,{},{},{},{},{},{},38.30397415161133,7.886470079421997,33.961530923843384,33.45664596557617,12.659104108810425,0,0,0,0,0,0,0,0,0,0,0.0596129894256591,,,0
22,22,66.0287736032563,62.20453498484718,48.76073810677751,54.08452942095529,61.42208084707487,,,,,,"[91.33333333333333, 98.0, 99.33333333333333, 98.0, 65.82666666666667]","[100.0, 96.66666666666667, 100.0, 100.0, 61.93333333333333]","[83.45323741007195, 89.92805755395683, 91.36690647482014, 94.24460431654677, 48.906666666666666]","[96.29629629629629, 94.81481481481482, 94.07407407407408, 98.51851851851852, 54.38666666666667]","[98.30508474576271, 98.30508474576271, 96.61016949152543, 96.61016949152543, 60.25333333333334]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6842,0.0,{},{},{},{},{},{},38.66808772087097,7.7991883754730225,34.15864133834839,33.46673512458801,12.49471116065979,0,0,0,0,0,0,0,0,0,0,0.0529370307922363,,,0
23,23,66.80210693658964,64.73786831818052,48.86740477344418,56.817862754288626,56.40874751374153,,,,,,"[94.66666666666667, 93.33333333333333, 96.0, 96.66666666666667, 66.60000000000001]","[100.0, 96.66666666666667, 100.0, 100.0, 64.46666666666667]","[88.48920863309353, 90.64748201438849, 90.64748201438849, 95.68345323741008, 49.01333333333333]","[98.51851851851852, 99.25925925925925, 99.25925925925925, 100.0, 57.120000000000005]","[100.0, 100.0, 100.0, 100.0, 55.24]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6856,0.0,{},{},{},{},{},{},38.940414905548096,7.97106146812439,34.4297559261322,33.334657430648804,12.84390425682068,0,0,0,0,0,0,0,0,0,0,0.0507147312164306,,,0
24,24,65.5887736032563,64.64453498484718,50.774071440110845,55.751196087621956,61.968747513741526,,,,,,"[90.0, 96.66666666666667, 98.66666666666667, 98.0, 65.38666666666667]","[90.0, 96.66666666666667, 96.66666666666667, 96.66666666666667, 64.37333333333333]","[88.48920863309353, 86.33093525179856, 92.80575539568345, 94.24460431654677, 50.92]","[97.77777777777777, 96.29629629629629, 99.25925925925925, 98.51851851851852, 56.053333333333335]","[96.61016949152543, 98.30508474576271, 98.30508474576271, 98.30508474576271, 60.8]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6827,0.0,{},{},{},{},{},{},38.27171301841736,7.686715126037598,34.35485601425171,33.13188934326172,12.499196529388428,0,0,0,0,0,0,0,0,0,0,0.0467329025268554,,,0
25,25,66.76210693658963,63.897868318180514,52.46740477344419,51.444529420955284,58.035414180408196,,,,,,"[96.0, 97.33333333333334, 94.66666666666667, 98.0, 66.56]","[100.0, 100.0, 100.0, 93.33333333333333, 63.626666666666665]","[55.39568345323741, 84.89208633093526, 86.33093525179856, 87.76978417266187, 52.61333333333334]","[97.77777777777777, 99.25925925925925, 99.25925925925925, 98.51851851851852, 51.74666666666666]","[96.61016949152543, 100.0, 100.0, 100.0, 56.86666666666667]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682,0.0,{},{},{},{},{},{},38.19737434387207,7.932443857192993,33.75096869468689,33.46336078643799,12.897884368896484,0,0,0,0,0,0,0,0,0,0,0.0588414669036865,,,0
